,id,title
1163,75-02733,Der  Ostertermin der sogenannten « Protopaschiten » in der dritten Rede gegen die Juden von Johannes Chrysostomus zum jüdischen Pessachkalender und dem christlichen Osterkalender Antiochiens
1164,75-02736,John Chrysostom as bishop the view from Antioch
1165,75-02739,Des  sources nazianzéennes au discours sur le sacerdoce de saint Jean Chrysostome
1166,75-02742,Pâques à Antioche d'après Jean Chrysostome
1167,75-02747,Due terremoti del V secolo e due omelie pseudocrisostomiche (« De S. Basso martyre » e « In catechumenos » : Clavis PG 4512 e 4623)
1168,75-02752,Le «  Vaticanus Graecus » 1257 et une poésie inédite de Jean Damascène
1169,75-02754,Identifying dissident circles in sixth-century Byzantium the friendship of Prokopios and Ioannes Lydos
1170,75-02755,"«  Μάρκος Φλάβιος γραμματιστης Ἰταλός » un commento a Lydo, « De mens. » I, 8-9 W"
1171,75-02757,L' aritmetica pitagorica nel commentario a Nicomaco di Giovanni Filopono
1172,75-02759,Philoponus'Letter to Justinian (CPG 7264)
1173,75-02762,"«  Origo Chii » note a Ione, fr. 98 Leurini"
1174,75-02763,"Considerazioni a margine di Jordanes, Romana, 310-314"
1175,75-02764,Altri apporti della terza famiglia ai « Getica » di Giordanes
1176,75-02766,«  Joseph and Aseneth » rewritten Bible or narrative expansion ?
1177,75-02773,"«  Antichità giudaiche » III-IV e « Contro Apione » II, 145 ss. due diversi modi di presentare la legge mosaica"
1178,75-02774,"Does « προσευχας ποιεῖσθαι » in Josephus' Antiquities of the Jews 14, 257-58 mean « build places of prayer » ?"
1179,75-02776,The  θεατης θεῶν Josephus CAp. 1.232 (FGrHist 609 F 10) reconsidered
1180,75-02778,Nota critico-testuale a Ios. « Contra Apionem » 1. 139
1181,75-02782,Die  Rolle Jesajas und seines Buches bei Josephus in den Antiquitates
1182,75-02786,Why did Josephus name the chariot-racing facility at Caesarea « amphitheater » ?
1183,75-02788,"Abraham as Chaldean scientist and father of the Jews Josephus, Ant. 1, 154-168 and the Greco-Roman discourse about astronomy/astrology"
1184,75-02789,Le  discours d'Agrippa II dans « La guerre juive » de Flavius Josèphe
1185,75-02790,Another portrait of Josephus' portrait of Samson
1186,75-02791,Josephus and the Mishnah two views on the outline of the map of Palestine in the first two centuries A.D.
1187,75-02793,La  Torah in Flavio Giuseppe
1188,75-02796,«  Caveat lector » notes on Thackeray's translation of the « Bellum Judaicum »
1189,75-02802,La «  consonantia salutis » di Ireneo di Lione (ca. 203) a proposito del recente convegno di Napoli
1190,75-02809,Children in Paradise Adam and Eve as « infants » in Irenaeus of Lyons
1191,75-02810,The  role of Mary as co-recapitulator in St Irenaeus of Lyons
1192,75-02816,Das  Itinerar Σταθμοι Παρθικοί des Isidor von Charax Beschreibung eines Handelsweges ?
1193,75-02821,"«  Gastrimargia » y « abstinentia gulosa » en la normativa monástica hispanovisigótica. 2, Isidoro de Sevilla"
1194,75-02822,De la etimología antigua a la actual
1195,75-02826,The  Franco-Saxon « Synonyma » in the Ragyndrudis codex Anglo-Saxon design in a Luxeuil-scripted booklet
1196,75-02827,Isidore of Seville's taxonomy of magicians and diviners
1197,75-02830,«  Aedificiorum uenustas » la recepción de un término clásico en Isidoro de Sevilla (Etym. XIX 11)
1198,75-02831,«  De constructione » lengua y literatura técnica en las « Etimologías » de Isidoro de Sevilla (a propósito de unos trabajos recientes de Montero Cartelle 2001 y 2003)
1199,75-02841,Il  manuale di Johann Primisser
1200,75-02842,Isocrates on the ethics of authorship
1201,75-02846,Aptitude or experience ? : Isocratic ambivalence and the ethics of composition
1202,75-02850,Wealth and demos Isokrates' social and economic insights regarding the Athenian democracy of the fourth century B.C.
1203,75-02852,Is Isyllos of Epidauros' poetry typically Hellenistic ?
1204,75-02855,A  Roman fort at St Asaph and the location of Varis
1205,75-02858,«  Quando Adriano venne in Egitto » un nuovo testo demotico sul viaggio dell'imperatore
1206,75-02865,L' identification interdite et imposée avec Dieu sur le moralisme de Julien d'Éclane
1207,75-02866,Burgundisches Ehegüterrecht in der Hs. Berlin Staatsbibl. lat. fol. 269 (f. 39r) ? zu einem unbekannten Fragment eines Gesetzes über das Schicksal der Eheschenkung beim Tod des Ehemannes
1208,75-02870,Le «  colpe » della cultura pagana riflessioni sull'« Epistola » 89 b di Giuliano
1209,75-02873,Sextus Julius Africanus and the Roman Near East in the third century
1210,75-02877,La  prise de Marseille par les Ségobriges un échec
1211,75-02878,La  légende de la fondation de Marseille
1212,75-02886,"Justin, « philosophe » chrétien et les « Mémoires des Apôtres » qui sont appelés « Évangiles »"
1213,75-02887,"Persécutions, calomnies, « birkat ha-minim » et émissaires juifs de propagande anti-chrétienne dans les écrits de Justin Martyr"
1214,75-02888,Préceptes éternels et loi mosaïque dans le « Dialogue avec Tryphon » de Justin Martyr
1215,75-02892,"A propos de Justin, Apol. I, 24, 2"
1216,75-02894,"The  trickery of the fallen angels and the demonic mimesis of the divine aetiology, demonology, and polemics in the writings of Justin Martyr"
1217,75-02903,Posibles adaptaciones de las « Sátiras » de Juvenal en autores cristianos tardoantiguos
1218,75-02905,"The  incurable wound of Telephus noise, speech and silence in Juvenal's Satire 1"
1219,75-02906,«  Dignae Ioue irae » Ovids Deucalion und Pyrrha in Juvenals erster Satire
1220,75-02907,Juvenal 10.84 a brief note
1221,75-02910,"La  parafrasi di Matth. 7, 13-14 negli « Evangeliorum libri » di Giovenco"
1222,75-02911,D. 21.1 « res se moventes » e « morbus vitiumve »
1223,75-02915,Nochmals Lactantius und Lucretius Antilucrezisches im Epilog des lactanzischen Phoenix-Gedichts ?
1224,75-02921,Masculinity and femininity in the « Laudatio Turiae »
1225,75-02927,Una  nuova datazione dei « Sermoni » di San Leone Magno sulle collette
1226,75-02931,Dal filo di Arianna alla corda d'oro dei Romani Libanio e la storia locale nella tarda antichità
1227,75-02932,Zur Datierung der 18. Rede des Libanios
1228,75-02934,"Libanio, il camaleonte, un papiro e altri testi"
1229,75-02936,Vergangenheit und Gegenwart im « Antiochikos » des Libanios
1230,75-02938,«  Scinditur in partes populus » Pope Damasus and the martyrs of Rome
1231,75-02939,Sur quelques marqueurs de limite dans les « Libri coloniarum »
1232,75-02946,Il  lezionario evangelico Vaticano gr. 2041
1233,75-02947,Beobachtungen zu den im « ante Sanctus » angeführten Engeln und ihre Bedeutung
1234,75-02953,"«  Asseres », « harpagones » e « manus ferreae » nota a Liv. XXX, 10"
1235,75-02955,"Skinner, Pettit and Livy the conflict of the orders and the ambiguity of republican liberty"
1236,75-02956,"Livius, Ab urbe condita 1.21.1"
1237,75-02957,L' Italie chez Tite-Live l'ambiguïté d'un concept
1238,75-02958,Suicide collectif et liberté trois exemples liviens
1239,75-02959,Due tabù del « flamen dialis » e un'ipotesi sul « iurare in leges »
1240,75-02961,"Untätig in der Mitte ? : die Rolle des Senats in der Fabel vom « Magen und den Gliedern » (Liv. 2, 31, 7-32, 12)"
1241,75-02963,The «  ambitio » of Livy's Tarquinius Priscus
1242,75-02964,Parallel lives Hannibal and Scipio in Livy's third decade
1243,75-02965,"Texte aus dem Geschlechterdiskurs Catos Rede gegen die Aufhebung des Oppischen Luxusgesetzes (Liv. 34, 1, 2-4, 21)"
1244,75-02966,Una  caratterizzazione dei Sanniti in Livio l'« inscitia belli »
1245,75-02967,Sources and individuality in two passages of Livy
1246,75-02971,La  retorica del sublime il « Περι ὕψους » e il teatro di Seneca
1247,75-02972,"Longinus's sublime poetics, or How rhetoric came into its own"
1248,75-02973,Généalogie du sublime le Περι ὕψους du pseudo-Longin une tentative de synthèse entre Platon et Aristote
1249,75-02975,Longinus on Plotinus
1250,75-02977,Per il testo delle « Pastorali » di Longo
1251,75-02979,Los  sueños en la novela griega Longo
1252,75-02983,Annotazioni testuali ai « Pastoralia » di Longo
1253,75-02984,Dafni davanti alla porta chiusa (Longus 3. 5-9) variazioni in tema di « paraklausithyron »
1254,75-02985,"Innamorarsi nella Lesbo di Longo « topoi » romanzeschi, reminiscenze epiche e saffiche memorie"
1255,75-02986,I  Pastoralia di Longo e la contaminazione dei generi alcune proposte interpretative
1256,75-02991,«  Regia aula » e dintorni
1257,75-02993,The  star signs at Brundisium astral symbolism in Lucan 2.691-2
1258,75-02995,Mario e le « Libycae irae » a proposito di Luc. Phars. II 93
1259,75-02996,The  angry poet and the angry gods problems of theodicy in Lucan's epic of defeat
1260,75-02998,La  muerte de Catón en Útica conclusión ideal de la « Farsalia »
1261,75-02999,"Chi ha paura dell'Etna ? : filologia e vulcanologia in una similitudine di Lucano (6, 293-99)"
1262,75-03001,"«  Lucanus ludibundus » tra anglo-americani, nordeuropei e mediterranei le avventure di un olandese alla guerra"
1263,75-03003,Il  proemio della « Pharsalia » tecnica compositiva e intento encomiastico
1264,75-03007,«  Oraeque malignos/Ambraciae portus » Lucan's geography transfigured
1265,75-03011,O  cínico / Luciano ; trad. e notas deFlores Júnior Olimar
1266,75-03016,Luciano e l'anonimo filosofo celta di « Hercules » 4 proposta di identificazione
1267,75-03020,A  sombra do asno a filosofia e os filósofos em Luciano de Samósata
1268,75-03021,Peregrino-Eracle e Teagene-Filottete echi tragici nel « de morte Peregrini » di Luciano
1269,75-03023,Em torno d'« O cínico » nota sobre as relações de Luciano com o cinismo
1270,75-03025,"La  pantomime antique ou Les mythes revisités le répertoire de Lucien (« Danse », 38-60)"
1271,75-03026,Adesp Trag. 295 TRGF (= Luc. Musc. Enc. 11) frammento tragico o paratragico ?
1272,75-03028,Ὁ διάλογος τοῦ Λουκιανοῦ « Περι αἱρέσεων ἠ Ἑρμότιμος » μία διαμάχη για τη σχέση τῆς φιλοσοφίας και τῆς τέχνης προς την κοινωνικη πραγματικότητα
1273,75-03030,Ad Luciani Hermot. 24
1274,75-03031,"The  apprentice's sorcerer Pancrates and his powers in context (Lucian, Philopseudes 33-36)"
1275,75-03032,"Eucrates and Demainete Lucian, Philopseudes 27-8"
1276,75-03033,Peregrinus in Armenia
1277,75-03034,"Lucien, un témoignage-clé sur Apollonios de Tyane"
1278,75-03035,Tragödie und Parodie in der zweiten Sophistik Euripides' Formelschluss am Ende von Lukians « Symposion oder Die Lapithen »
1279,75-03038,"Un' emendazione a Lucillio (AP 11, 112)"
1280,75-03039,Two satirical epigrams
1281,75-03046,The  revival of Lucretian atomism and contagious diseases during the Renaissance
1282,75-03048,Arcanum de Lucreti vita Pompeiana pictura tectoria demum patefactum
1283,75-03049,Lucrezio abiura Epicuro Voltaire e il dialogo « Lucrèce et Posidonius »
1284,75-03051,«  Novos decerpere flores » geistiges Schöpfertum bei Lukrez und Vergil
1285,75-03052,"Coniectura ad Lucr. 5, 947"
1286,75-03056,"Note di lettura (Lucr. 1, 34 ; 35 ; Tibull. 1, 5, 2 ; 10, 11-12)"
1287,75-03059,Lucrecio y los leones
1288,75-03062,Lucretius on the gates of horn and ivory a psychophysical challenge to prophecy by dreams
1289,75-03063,Lucretiana
1290,75-03064,«  Loca loquuntur » Lucretius' explanation of the echo and other acoustic phenomena in DRN 4.563-614
1291,75-03072,"Readers in the underworld Lucretius, De rerum natura 3.912-1075"
1292,75-03074,Illusioni ottiche e incubi ossessivi nel « De rerum natura »
1293,75-03075,Sul pessimismo di Lucrezio
1294,75-03077,Lucretius 5.1105-7
1295,75-03078,«  Lucretiana »
1296,75-03079,"Lucrezio, De rerum natura III, 288-322 la disposizione naturale al timore"
1297,75-03082,Lycon's evaluation of the Pythagorean way of life
1298,75-03086,Tragic elements in Lycophron's « Alexandra »
1299,75-03092,"Macarius Magnes, Ἀποκριτικος προς Ἕλληνας ein bislang unbeachtetes Exzerpt"
1300,75-03094,Per il testo di Macario di Magnesia
1301,75-03100,"El  himno χαῖρε δράκων, a Helios, del papiro parisino edición crítica con introducción y comentario"
1302,75-03101,Dal faraone al mercante la lunga vita di un testo religioso dell'antico Egitto
1303,75-03102,Nuova iscrizione esorcistica da Comiso
1304,75-03102a,Catalogue des papyrus iatromagiques grecs
1305,75-03103,Varia de archaeologia
1306,75-03106,In the horn of an ox a curious hexametrical curse from Hellenistic Cyrene (SGD 150)
1307,75-03107,Θυμός as masculine ideal and social pathology in ancient Greek magical spells
1308,75-03108,La  pizarra visigoda de Carrio y el horizonte clásico de los χαλαζοφύλακες
1309,75-03110,"Ἀπόφλεγμα, addendum lexicis, at PGM LXI 8"
1310,75-03111,"Rivers, seas, and rocks at PGM IV 360 and SupplMag 47. 14"
1311,75-03112,Altes Blei neu ausgregaben Textkritische Bemerkungen zu den lateinischen « defixiones » aus Hadrumentum
1312,75-03114,Τίς πρῶτος; : a proposito delle due mani di P.Berol. 13270 (« Canti di Elefantine »)
1313,75-03115,Magia y cultos orientales acerca de una « defixio » de Alcácer do Sal (Setúbal) con mención de Atis
1314,75-03116,"Studi sulle gemme gnostiche. 11, Amuleto per il respiro ; attributi di Persephone ; gemma contro i ladri e significato della testa di toro"
1315,75-03116a,Due papiri figurati di Praga frammento di figura magica
1316,75-03117,Gema mágica de Itálica (en la Hispania Baetica) para conjurar una enfermedad
1317,75-03118,A  note on Tabula defixionis 22(A).5-7 Ziebarth when a musical performance enacts love
1318,75-03119,«  Quintus Agrippini servus » e la villa (degli « Avidii » ?) in località Fontanaccia a proposito di una nuova « defixio » latina dai monti della Tolfa
1319,75-03120,A  bilingual Roman charm for health and victory
1320,75-03121,Fuentes literarias para la agricultura cartaginesa el tratado de Magón
1321,75-03130,"Pindaro/Pisandro e i giganti anguipedi in Giovanni Malala (pp. 5, 47-6, 65 Thurn)"
1322,75-03140,"Justinian, Malalas, and the end of Athenian philosophical teaching in A.D. 529"
1323,75-03142,"L'«  epifania » di Giuliano in Illiria e il Palladio (Paneg. 11, 6, 4)"
1324,75-03146,Foreign and insane labelling Manichaeism in the Roman Empire
1325,75-03149,The «  teachers » of Mani in the « Acta Archelai » and Simon Magus
1326,75-03151,Gli «  Astronomica » di Manilio come rappresentazione politica dello spazio celeste
1327,75-03152,"Under the sign of Aries the Nile, the Zodiac, and a Roman poet"
1328,75-03154,"Ovidio, Manilio e le « laudes astronomiae »"
1329,75-03157,«  Orientale tantum secutum imperium »
1330,75-03163,"Nota filológica a Marco Aurelio, Medit. VI, 20, 1 y Heliodoro, Aeth. I, 12, 2 ἐρραγείς"
1331,75-03169,Caratteristiche prosodiche e metriche dell'« Alethia » di Claudio Mario Vittorio
1332,75-03180,"Las  glosas del códice M-II-16 de la Biblioteca del Monasterio de San Lorenzo del Escorial (Marcial, libro IV)"
1333,75-03181,Per la storia del testo di Marziale nel secolo XV i « Commentarii in M. Valerium Martialem » di Domizio Calderini
1334,75-03185,Martial's fiction Domitius Marsus and Maecenas
1335,75-03187,Gli  epigrammi proemiali del III libro di Marziale
1336,75-03190,"La «  dot cécropienne » de Théophila, ou Le mariage de la philosophie et de la poésie dans l'épigramme (d'après Martial VII, 69)"
1337,75-03191,"Waterscape with black and white epigrams, cycles, and webs in Martial's « Epigrammaton liber quartus »"
1338,75-03192,Algunas apreciaciones sobre la estructura del libro IV de Marcial
1339,75-03193,"«  Caecilianus » en los « Epigramas » de Marcial (nota a IV, 15)"
1340,75-03194,"«  Carpe, carpe diem » a note on Martial 4.54.10"
1341,75-03196,Elementi diatribico-moralistichi negli epigrammi di Marziale
1342,75-03198,La  campagna « vera e rustica » di Marziale
1343,75-03199,Von Stirnen und Steinen « tristia saxorum stigmata » eine Korruptel im Martial-Text ?
1344,75-03200,"«  Quem recitas, meus est, o Fidentine, libellus » Martials Fidentinus-Zyklus und das Problem des Plagiats"
1345,75-03202,Martial 12.32 an indigent immigrant ?
1346,75-03203,Navigating genres Martial 7.19 and the « Argonautica » of Valerius Flaccus
1347,75-03208,Les «  choses divines » dans le « De nuptiis » de Martianus Capella
1348,75-03210,Le  chapitre sur la dialectique du « De nuptiis Philologiae et Mercurii » de Martianus Capella dans la dialectique latine
1349,75-03212,The  logic in Martianus Capella's « De nuptiis philologiae et Mercurii »
1350,75-03213,"«  Intrecciare » i metri-ritmi tradizione di una metafora da Laso di Ermione (test. 14 Brussich) a Marziano Capella (De nupt. 9, 936)"
1351,75-03216,"Le  pinne e il λευκον ὕδωρ (Matro 1, 26 O.-S. = SH 534)"
1352,75-03217,Parodia épica y gastronomía el « Ἀττικον Δεῖπνον » de Matrón de Pítane
1353,75-03218,Un  problema testuale in Matrone
1354,75-03224,Old Georgian sources concerning Maximus the Confessor's life
1355,75-03228,Note sul « Florilegium Baroccianum »
1356,75-03231,La  conception maximienne des énergies divines et des « logoi » et la théorie platonicienne des Idées
1357,75-03234,Il  contributo di Francesco Combefis agli « Ambigua ad Iohannem » di Massimo il Confessore
1358,75-03235,Un  texte de Maxime le Confesseur parlant indirectement de l'enclise byzantine
1359,75-03239,L' ecdotique médicale quinze ans après
1360,75-03241,Der  autographische Brief des K. G. Kühn über die Edition der Reihe Medicorum Graecorum opera quae exstant
1361,75-03247,Meleager as erotic dolphin a reading of AP 12.52
1362,75-03249,Melissus and Parmenides
1363,75-03250,Memnone di Eraclea e il dominio romano in Asia Minore
1364,75-03258,Black holes and hallucinations notes on the text of Menander
1365,75-03261,"Su Menandro, « Aspis » 387-90"
1366,75-03266,The  baby as hero ? : the role of the infant in Menander
1367,75-03268,Sul significato di τρόφιμος e δεσπότης in Menandro
1368,75-03275,Variazioni gnomiche da Menandro a una tavoletta di Berkeley
1369,75-03278,"«  You again » a note on Menander, « Dyskolos », 500"
1370,75-03279,La  tradizione paremiografica nelle commedie di Menandro
1371,75-03281,The  dramatic function of « speaking back into the house » in Menander's « Dyskolos »
1372,75-03282,The  dramatic function of « speaking back into the house » in Menander's « Dyskolos »
1373,75-03283,More evidence of Menander Rhetor On the wedding speech Angelo Poliziano's transcription in the Statius commentary (1480-81) re-edited with a discussion of the manuscript sources and earlier editions
1374,75-03284,More evidence of the earliest translation of Menander Rhetor on the monody
1375,75-03285,Two Renaissance translations of Menander Rhetor on the monody edited with a note on the introduction of the genre in the Latin West / [byHarsting Pernille]
1376,75-03289,«  Iniuria iam pro voluntate » un'espressione « difficile ad intendersi » in Merobaude
1377,75-03290,Recenti studi su Flavio Merobaude
1378,75-03291,"« Il  figlio illegittimo di Callia » (Metag., fr. 14, 2 K.-A.)"
1379,75-03292,Il  Vat. gr. 2020 e Metodio d'Olimpo (Sympos. VIII.13)
1380,75-03293,Juventude e velhice Mimnermo
1381,75-03294,Inizio e fine del fr. 8 G.-P. di Mimnermo
1382,75-03295,Il  lamento dell'esclusa (in margine alla protagonista del « Grenfellianum »)
1383,75-03297,Estudio léxico del « Breve tratado de términos militares » de Modesto
1384,75-03300,Tristes Leben auf dem Lande ? : das pseudo-vergilische « Moretum » und die poetische Darstellung des Landlebens in der römischen Literatur
1385,75-03301,"La «  Syrakosìa » di Ierone, tra gigantismo e misura"
1386,75-03303,Moschos' « Europa » zwischen Artifizialität und Klassizismus der Mythos als verkehrte Welt
1387,75-03306,CIL IV 2305 ein Fragment römischer Musik ?
1388,75-03310,Une  brève note sur un nouveau texte mythographique
1389,75-03311,La  lingua di Nevio comico
1390,75-03312,Never give an « adulescens » an even break (Naevius Com. 36-38 Ribbeck)
1391,75-03317,"The  Coptic « Apocalypse of Paul », Irenaeus' Adversus Haereses 2.30.7, and the second-century battle for Paul's legacy"
1392,75-03320,"NHC II,2 and the Oxyrhynchus Fragments (P.Oxy 1, 654, 655) overlooked evidence for a Syriac « Gospel of Thomas »"
1393,75-03321,The  Nag Hammadi library and the monks a papyrologist's point of view
1394,75-03324,"Annotazioni storiche e letterarie su Nazario, Pan. Lat. IV, 18, 1-6"
1395,75-03327,Metello e gli Indiani
1396,75-03335,On the text of Nicander
1397,75-03338,Histoire et roman dans les fragments du Roman de Ninos
1398,75-03356,Due note nonniane (D. XXXVIII 324 ; Par. Io. XV 46s.)
1399,75-03360,Le  litobolie nei « Dionysiaca » di Nonno di Panopoli osservazioni sulle occorrenze di un motivo omerico
1400,75-03361,Nonno di Panopoli e Apollonio Rodio tecniche di riuso e parodia nei canti 33-34 dei « Dionysiaca »
1401,75-03362,Un  saggio sul mito di Penteo nelle « Dionisiache » di Nonno di Panopoli
1402,75-03363,Algunas notas mitológicas sobre las « Dionisíacas » de Nono de Panópolis
1403,75-03365,An  epigram of Nossis (8 GP = AP 6.353)
1404,75-03368,"Novedades en la tardoantigüedad de Cantabria una nueva interpretación de Not. Dig. Occ. XLII, 30"
1405,75-03369,Parisinus latinus 9661 y la « Notitia dignitatum » : nuevas aportaciones
1406,75-03373,Tacitus responds Annals 14 and the « Octavia »
1407,75-03375,«  Octavia » and the Roman dramatic tradition
1408,75-03376,Authorizing « Octavia »
1409,75-03377,Forms of intertextuality in the « Octavia »
1410,75-03380,Allegory and apotheosis in the « Octavia »
1411,75-03381,Introduction the importance of the « Octavia »
1412,75-03382,Una  risposta neoplatonica alle critiche dei cristiani ai miti greci
1413,75-03383,"Neoplatonik historykiem magiczne posągi, theurgia, epifania Uranii i Wyspy Szczęśliwych w Ἱστορικοι λόγοι Olympiodora z Teb. <Un historien néoplatonicien : statues magiques, théurgie, épiphanie d'Uranie et Îles des Bienheureux dans les Ἱστορικοι λόγοι d'Olympiodore de Thèbes>"
1414,75-03384,Materiale digressivo negli ἱστορικοι λόγοι di Olimpiodoro da Tebe l'excursus egiziano
1415,75-03388,A  further note on Oppian
1416,75-03389,Ottato e la scrittura
1417,75-03390,"Les  sources latines de l'« Opus imperfectum in Matthaeum » dans le commentaire de la parabole des dix vierges (Mt 25, 1-13)"
1418,75-03400,Recent Origenian studies in Hungary
1419,75-03415,«  Agir dans » autour de l'emploi d'ἐνεργεῖν dans l'œuvre et l'exégèse d'Origène
1420,75-03418,La  noción joánica de « semeion » en Orígenes
1421,75-03428,Origène et l'exégèse juive l'« Homélie II sur la Genèse »
1422,75-03435,Signos y prodigios continuidad e inflexión en el pensamiento de Orosio
1423,75-03441,Fra Hipponion e Petelia
1424,75-03453,On a recent publication dealing with medieval commentaries on Ovid
1425,75-03454,Planoudes' technique and competence as a translator of Ovid's « Metamorphoses »
1426,75-03455,"Su alcuni modelli latini di « Historia Regum Britanniae » 137-138 Ovidio, Plauto e Virgilio"
1427,75-03463,Retiring Apollo Ovid on the politics and poetics of self-sufficiency
1428,75-03466,Ovid's colors
1429,75-03467,"Tempestuous poetry storms in Ovid's « Metamorphoses », « Heroides » and « Tristia »"
1430,75-03469,"«  Itala nam tellus Graeca maior erat » : « poetic syncretism » and the divinities of Ovid, Fasti 4"
1431,75-03471,"A  slight change of itinerary two corrections in Ovid, Fasti 4.277-90"
1432,75-03472,"Attis and the « Palestinian » goddesses (Ovid, Fast. 4.236)"
1433,75-03474,Un  caso de posible variante de autor en Ovidio Metamorfosis 1.544-547
1434,75-03477,Il  silenzio della « puella » struttura e tecnica della comunicazione in Ov. Am. I 7
1435,75-03478,La  moglie di Ovidio codici letterari e morali per un'eroina
1436,75-03482,Centaurs in love and war Cyllarus and Hylonome in Ovid's Metamorphoses 12.393-428
1437,75-03486,Ovid's Virgilian career
1438,75-03489,Flaying the other
1439,75-03490,Making the most of Marsyas
1440,75-03491,Per la fortuna di un « Einzeldistichon » catulliano il motivo dell'« odi et amo » negli « Amores » di Ovidio
1441,75-03492,"Physician, heal thyself the intertextuality of Ovid's exile poetry and the « Remedia amoris »"
1442,75-03493,Stars in the « Fasti » Ideler (1825) and Ovid's astronomy revisited
1443,75-03495,«  Omnia vincit amor » : why the « Remedia » fail
1444,75-03496,"Zum Text und zur Textgeschichte der « Epistulae ex Ponto » zu Ov. Pont. 1, 1, 41-44 ; 1, 6, 45-46 ; 4, 9, 131-132"
1445,75-03497,Ovid's variations on Achilles in the « Metamorphoses »
1446,75-03499,Ovid's « Hecale » deconstructing Athens in the « Metamorphoses »
1447,75-03501,Playing with marble the monuments of the Caesars in Ovid's « Fasti »
1448,75-03506,"Ovid Met. 6, 9 Idmon's dye"
1449,75-03507,Marsyas' musical body the poetics of mutilation and reflection in Ovid's metamorphic monsters
1450,75-03509,The  snake sheds its skin Pentheus (re)imagines Thebes
1451,75-03510,Ovide au pôle Nord
1452,75-03513,Male homosocial readership and the dedication of Ovid's « Fasti »
1453,75-03518,Sulla datazione dei sei libri dei « Fasti » di Ovidio
1454,75-03520,"Of kings, crowns, and boundary stones Cipus and the « hasta Romuli » in Metamorphoses 15"
1455,75-03523,"The  hag and the household gods silence, speech, and the family in mid-February (Ovid Fasti 2.533-638)"
1456,75-03524,Esculapio e Chirone in « fasti » e « metamorfosi » tradizione mitologica e definizione del genere letterario
1457,75-03525,On the number of books in Ovid's « Metamorphoses »
1458,75-03527,"Fighting against a witch the importance of magic in Hypsipyle's letter to Jason (Ov., Her. 6)"
1459,75-03529,The  parodic sublime Ovid's reception of Virgil in Heroides 7
1460,75-03531,El  espectáculo del amor en los teatros de Roma « ingens orbis in Vrbe fuit »
1461,75-03532,Teatralización y parodia en « Ars amandi » los alcances políticos de la retórica en el Libro I
1462,75-03535,Ceres' informants in Ovid
1463,75-03536,Ovid und Lukian am Scheideweg
1464,75-03537,Ein «  unkonventioneller » Experte Ovids Selbstdarstellung in der « Ars amatoria »
1465,75-03540,The  power of image-makers representation and revenge in Ovid Metamorphoses 6 and Tristia 4
1466,75-03541,Per una lettura freudiana del mito di Narciso in Ovidio
1467,75-03544,"Cephalus' incredible narration « Metamorphoses » 7, 661-865"
1468,75-03545,Anna Perenna et Jules César dans les « Fastes » d'Ovide la mise en scène de l'apothéose
1469,75-03551,"Ovid, Heroides 7.113"
1470,75-03552,"«  Marginalia critica » to Ovid, Am. 2.15.19-24"
1471,75-03553,"A  reading of Ovid, « Amores » II 15"
1472,75-03557,«  Emendaturus eram » tra Ovidio e Virgilio
1473,75-03558,Perseo e i falò
1474,75-03560,Ohne Öl und Schweiss kein Siegespreis « uncta dona palaestrae » : O. her. 19.11
1475,75-03564,"L' eau et le rocher ou Le double portrait paradoxal du chant de Polyphème (Métamorphoses XIII, 789-869)"
1476,75-03565,Metamorfosis poéticas en las [sic] « Tristia » de Ovidio la memoria y el olvido en la construcción de la imagen del timonel
1477,75-03571,Frammento inedito di tradizione pacomiana
1478,75-03572,De Paciani Barcinonensis Episcopi Codice Reginensi lat. 331
1479,75-03588,Algunas reflexiones sobre la tragedia « Medus » de Pacuvio
1480,75-03591,Sulla prefazione del Περι ἀπίστων di Palefato
1481,75-03592,Memoria « grammaticale » e sopravvivenza di un classico Pallada e Menandro
1482,75-03596,"«  Utilitas », prassi e calendario nella trattatistica agronomica tardoantica l'apicultura in Palladio"
1483,75-03599,Défaites militaires et problèmes internes dans les panégyriques d'époque tardive (289-313)
1484,75-03600,Le  corpus des « Panegyrici Latini » dans deux ouvrages récents
1485,75-03602,Best of brothers fraternal imagery in panegyrics on Maximian Herculius
1486,75-03603,Referencias a los astros en el panegírico latino
1487,75-03605,«  Lex est… virorum prudentium consultum… » osservazioni su (Pap. 1 def.) D. 1.3.1
1488,75-03606,Dal dialogo al trattato nella polemica antigiudaica il « Dialogo di Papisco e Filone » e la « Disputa contro i giudei » di Anastasio abate
1489,75-03607,Note critiche ai « Paradoxographi Graeci »
1490,75-03608,Struggling with Parmenides
1491,75-03610,"La  pensée s'exprime « grâce » à l'être Parménide, fr. 8, 35"
1492,75-03611,Parmenidova cesta veškerou řeči. <Le chemin de Parménide à travers les mots>
1493,75-03613,"De Parménide à Platon l'ouverture de la voie. 1, L'homme de lumière"
1494,75-03614,"De Parménide à Platon l'ouverture de la voie. 2, L'axe de lumière. 3, La porte"
1495,75-03615,"De Parménide à Platon l'ouverture de la voie. 4, L'entrée dans le royaume. 5, La voie et la non-voie"
1496,75-03616,A  presença de « díke » em Parmênides
1497,75-03617,"Atemporalità, perpetuità, totalità un trivio interpretativo nel poema di Parmenide"
1498,75-03619,Πτολίπορθος Ἀχιλλεύς the sack of Methymna in the Λέσβου κτίσις
