"URI","TYPE","TEXT"
"/cwkb/authors/777","abbr","Athenag."
"/cwkb/authors/777","fre","Athénagore"
"/cwkb/authors/777","ita","Atenagora"
"/cwkb/authors/387","default","Atilius"
"/cwkb/authors/387","abbr","Atil."
"/cwkb/authors/2486","default","Atilius Fortunatianus"
"/cwkb/authors/2450","default","Atticus Platonicus"
"/cwkb/authors/511","default","Attius Labeo"
"/cwkb/authors/511","abbr","Labeo"
"/cwkb/authors/389","default","Aufidius Bassus"
"/cwkb/authors/389","lat","Bassus Historicus"
"/cwkb/authors/389","abbr","Auf. Bass."
"/cwkb/authors/389","ger","Aufidius Historiker"
"/cwkb/authors/390","default","Aufustius"
"/cwkb/authors/390","lat","Aufustius Grammaticus"
"/cwkb/authors/390","abbr","Aufust."
"/cwkb/authors/390","ger","Aufustius Grammatiker"
"/cwkb/authors/2386","default","Augustinus Hipponensis"
"/cwkb/authors/2646","default","Augustinus Hipponensis (pseudo)"
"/cwkb/authors/778","default","Aulus Licinius Archias"
"/cwkb/authors/778","abbr","Arch."
"/cwkb/authors/392","default","Aurelius Augustinus"
"/cwkb/authors/642","default","Aurelius Avianius Symmachus"
"/cwkb/authors/642","lat","Lucius Aurelius Avianius Symmachus Phosphorius"
"/cwkb/authors/642","abbr","Symm. pater"
"/cwkb/authors/2671","default","Aurelius Carthaginensis"
"/cwkb/authors/396","default","Aurelius Opillus"
"/cwkb/authors/396","abbr","Aur. Opil."
"/cwkb/authors/1359","default","Aurelius Victor (pseudo)"
"/cwkb/authors/779","default","Autolycus"
"/cwkb/authors/779","abbr","Autol."
"/cwkb/authors/779","fre","Autolyce‏"
"/cwkb/authors/779","ita","Autolico"
"/cwkb/authors/2465","default","Avianus"
"/cwkb/authors/780","default","Bacchius Geron"
"/cwkb/authors/780","abbr","Bacch."
"/cwkb/authors/780","blank","Bakcheios"
"/cwkb/authors/781","default","Bacchylides"
"/cwkb/authors/781","ita","Bacchilide"
"/cwkb/authors/781","abbr","B."
"/cwkb/authors/781","fre","Bacchylide"
"/cwkb/authors/781","blank","Bakchylides"
"/cwkb/authors/399","default","Balbus"
"/cwkb/authors/399","lat","Balbus Gromaticus"
"/cwkb/authors/399","abbr","Balb."
"/cwkb/authors/782","default","Barnabae Epistula"
"/cwkb/authors/782","abbr","Ep. Barn."
"/cwkb/authors/783","default","Basilius"
"/cwkb/authors/783","lat","Basilius Ancyranus"
"/cwkb/authors/783","abbr","Bas. Anc."
"/cwkb/authors/783","fre","Basile"
"/cwkb/authors/783","ger","Basileios "
"/cwkb/authors/784","default","Basilius Caesariensis"
"/cwkb/authors/784","ita","Basilio "
"/cwkb/authors/784","abbr","Basil."
"/cwkb/authors/784","fre","Basile"
"/cwkb/authors/784","eng","Basil "
"/cwkb/authors/785","default","Basilius Seleuciensis"
"/cwkb/authors/785","ger","Basileios"
"/cwkb/authors/785","abbr","Bas. Sel."
"/cwkb/authors/785","fre","Basile"
"/cwkb/authors/785","eng","Basil"
"/cwkb/authors/2467","default","Batrachomyomachia"
"/cwkb/authors/2828","default","Beda Uenerabilis"
"/cwkb/authors/2785","default","Beda Venerabilis"
"/cwkb/authors/1140","default","Bellum Africum"
"/cwkb/authors/1140","fre","Guerre d'Afrique"
"/cwkb/authors/1141","default","Bellum Alexandrinum"
"/cwkb/authors/1142","default","Bellum Hispaniense"
"/cwkb/authors/2786","default","Benedictus de Nursia"
"/cwkb/authors/786","default","Bion"
"/cwkb/authors/786","lat","Bio"
"/cwkb/authors/786","spa","Bión"
"/cwkb/authors/786","ita","Bione"
"/cwkb/authors/2466","default","Bion Borysthenita"
"/cwkb/authors/2472","default","Bion Bucolicus"
"/cwkb/authors/2392","default","Blossius Aemilius Dracontius"
"/cwkb/authors/1329","default","Boethius"
"/cwkb/authors/787","default","Boethus"
"/cwkb/authors/787","abbr","Boeth."
"/cwkb/authors/787","blank","Boethos"
"/cwkb/authors/788","default","Bolus"
"/cwkb/authors/788","blank","Bolos"
"/cwkb/authors/788","ita","Bolo"
"/cwkb/authors/2788","default","Bonifatius"
"/cwkb/authors/2787","default","Bonifatius II papa"
"/cwkb/authors/2672","default","Breuiarium Hipponense"
"/cwkb/authors/2804","default","Breuiarius de Hierosolyma"
"/cwkb/authors/402","default","Bruttedius Niger"
"/cwkb/authors/402","lat","Bruttedius‏ Historicus‏"
"/cwkb/authors/402","abbr","Brutted."
"/cwkb/authors/1143","default","Bucolica Einsidlensia"
"/cwkb/authors/479","default","C. Aelius Gallus"
"/cwkb/authors/479","lat","Caius Aelius Gallus"
"/cwkb/authors/479","abbr","Gall."
"/cwkb/authors/479","eng","C. Aelius Gallus Jurist"
"/cwkb/authors/378","default","C. Aquilius Gallus"
"/cwkb/authors/378","lat","Gaius Aquilius Gallus"
"/cwkb/authors/480","default","C. Asinius Gallus"
"/cwkb/authors/480","lat","Caius Asinius Gallus"
"/cwkb/authors/480","abbr","Gall."
"/cwkb/authors/586","default","C. Asinius Pollio"
"/cwkb/authors/586","lat","C. Asinius Pollio Historicus‏"
"/cwkb/authors/586","abbr","Pollio"
"/cwkb/authors/419","fre","Ateius Capiton"
"/cwkb/authors/419","eng","Gaius Ateius Capito‏ Jurist‏ "
"/cwkb/authors/419","default","C. Ateius Capito"
"/cwkb/authors/419","ita","Gaio Ateio Capitone"
"/cwkb/authors/419","abbr","At. Cap."
"/cwkb/authors/419","lat","Ateius Capito‏ Iurisconsultus‏"
"/cwkb/authors/419","spa","Cayo Ateyo Capitón"
"/cwkb/authors/450","default","C. Aurelius Cotta"
"/cwkb/authors/450","lat","Aurelius Cotta"
"/cwkb/authors/450","spa","Gayo Aurelio Cota"
"/cwkb/authors/450","abbr","Cotta"
"/cwkb/authors/450","ita","Aurelio Cotta"
"/cwkb/authors/400","default","C. Caesius Bassus"
"/cwkb/authors/400","lat","Caius Caesius Bassus"
"/cwkb/authors/400","abbr","Bass."
"/cwkb/authors/414","default","C. Calpurnius Piso"
"/cwkb/authors/414","lat","Gaius Calpurnius Piso"
"/cwkb/authors/414","ita","Gaio Calpurnio Pisone"
"/cwkb/authors/414","spa","Cayo Calpurnio Pisón"
"/cwkb/authors/495","default","C. Cassius Hemina"
"/cwkb/authors/495","lat","Lucius Cassius Hemina"
"/cwkb/authors/495","abbr","Hemina"
"/cwkb/authors/437","default","C. Clodius Licinus"
"/cwkb/authors/437","lat","Clodius Licinus"
"/cwkb/authors/437","spa","Cayo Clodio Licino"
"/cwkb/authors/437","blank","Clodio Licino"
"/cwkb/authors/481","default","C. Cornelius Gallus"
"/cwkb/authors/481","lat","C. Cornelius Gallus Epigrammaticus"
"/cwkb/authors/481","abbr","Gall."
"/cwkb/authors/465","default","C. Erucius"
"/cwkb/authors/465","lat","Gaius Erucius"
"/cwkb/authors/465","ita","Caio Erucio"
"/cwkb/authors/465","spa","Cayo Erucio"
"/cwkb/authors/465","blank","Erucio"
"/cwkb/authors/406","default","C. et L. Caepasii fratres"
"/cwkb/authors/468","default","C. Fannius"
"/cwkb/authors/468","ita","Gaio Fannio"
"/cwkb/authors/468","abbr","Fann."
"/cwkb/authors/468","blank","Fannio "
"/cwkb/authors/468","lat","Caius Fannius"
"/cwkb/authors/468","spa","Cayo Fannio"
"/cwkb/authors/435","eng","Cinna‏ Epic Poet"
"/cwkb/authors/435","default","C. Helvius Cinna"
"/cwkb/authors/435","ita","Elvio Cinna"
"/cwkb/authors/435","abbr","Cinna"
"/cwkb/authors/435","lat","C. Helvius Cinna Poeta"
"/cwkb/authors/435","spa","Cayo Helvio Cinna"
"/cwkb/authors/408","ger","Julius Cäsar"
"/cwkb/authors/408","fre","Jules César"
"/cwkb/authors/408","default","C. Iulius Caesar"
"/cwkb/authors/408","ita","Gaio Giulio Cesare"
"/cwkb/authors/408","abbr","Caes."
"/cwkb/authors/408","lat","Iulius Caesar"
"/cwkb/authors/408","spa","Cayo Julio César "
"/cwkb/authors/393","ger","Caius Oktavius‏"
"/cwkb/authors/393","fre","Auguste‏ ‎empereur romain"
"/cwkb/authors/393","eng","Augustus Caesar,‏ ‎Emperor of Rome"
"/cwkb/authors/393","default","C. Iulius Caesar Augustus Octavianus"
"/cwkb/authors/393","ita","Augustus, imperatore romano"
"/cwkb/authors/393","abbr","Imp. Aug."
"/cwkb/authors/393","lat","Imperator Caesar Divi Filius Augustus"
"/cwkb/authors/393","spa","Augusto, Emperador de Roma"
"/cwkb/authors/636","default","C. Iulius Caesar Strabo"
"/cwkb/authors/636","lat","C. Iulius Caesar Strabo Vopiscus"
"/cwkb/authors/636","abbr","Caes. Strab."
"/cwkb/authors/503","default","C. Iulius Hyginus"
"/cwkb/authors/503","lat","Gaius Iulius Hyginus"
"/cwkb/authors/503","abbr","Hyg."
"/cwkb/authors/2647","default","C. Iulius Solinus"
"/cwkb/authors/516","default","C. Laelius Sapiens"
"/cwkb/authors/516","lat","C. Laelius Sapiens Minor"
"/cwkb/authors/516","abbr","Lael."
"/cwkb/authors/531","default","C. Licinius Macer"
"/cwkb/authors/531","lat","C. Licinius Macer Calvi Pater‏"
"/cwkb/authors/531","abbr","Macer"
"/cwkb/authors/416","default","C. Licinius Macer Calvus"
"/cwkb/authors/416","lat","Calvus"
"/cwkb/authors/416","spa","Gayo Licinio Macro Calvo"
"/cwkb/authors/416","abbr","Calv."
"/cwkb/authors/416","ita","Gaio Licinio Macro Calvo"
"/cwkb/authors/554","default","C. Licinius Mucianus"
"/cwkb/authors/554","lat","Gaius Licinius Mucianus"
"/cwkb/authors/554","abbr","Lic. Muc."
"/cwkb/authors/526","default","C. Lucilius"
"/cwkb/authors/526","ita","Gaio Lucilio"
"/cwkb/authors/526","abbr","Lucil."
"/cwkb/authors/526","blank","Lucilio"
"/cwkb/authors/526","lat","Caius Lucilius major satiricus"
"/cwkb/authors/526","spa","Cayo Lucilio"
"/cwkb/authors/532","default","C. Maecenas"
"/cwkb/authors/532","lat","Maecen."
"/cwkb/authors/544","default","C. Memmius"
"/cwkb/authors/544","lat","Gaius Memmius"
"/cwkb/authors/545","default","C. Memmius L. f."
"/cwkb/authors/545","lat","C. Memmius Gemellus"
"/cwkb/authors/545","abbr","Memm."
"/cwkb/authors/566","default","C. Oppius"
"/cwkb/authors/566","lat","Oppius‏ Caesaris Familiaris‏"
"/cwkb/authors/566","abbr","Opp."
"/cwkb/authors/420","default","C. Papirius Carbo"
"/cwkb/authors/420","lat","Gaius Papirius Carbo"
"/cwkb/authors/420","spa","Cayo Papirio Carbón"
"/cwkb/authors/420","abbr","Carbo"
"/cwkb/authors/420","ita","Gaio Papirio Carbone"
"/cwkb/authors/421","default","C. Papirius Carbo Arvina"
"/cwkb/authors/421","lat","Gaius Papirius Carbo Arvina"
"/cwkb/authors/421","spa","Cayo Papirio Carbón Arvina"
"/cwkb/authors/421","ita","Gaio Papirio Carbone Arvina"
"/cwkb/authors/584","ger","Plinius der Jüngere"
"/cwkb/authors/584","fre","Pline le Jeune"
"/cwkb/authors/584","eng","Pliny the Younger"
"/cwkb/authors/584","default","C. Plinius Caecilius Secundus"
"/cwkb/authors/584","ita","Plinio il Giovane"
"/cwkb/authors/584","abbr","Plin."
"/cwkb/authors/584","lat","C. Plinius Caecilius Secundus Novocomensis‏"
"/cwkb/authors/584","spa","Plinio el Joven"
"/cwkb/authors/585","ger","Plinius der Ältere"
"/cwkb/authors/585","fre","Pline l'Ancien"
"/cwkb/authors/585","eng","Pliny the Elder"
"/cwkb/authors/585","default","C. Plinius Secundus"
"/cwkb/authors/585","ita","Plinio il Vecchio"
"/cwkb/authors/585","abbr","Plin."
"/cwkb/authors/585","lat","Gaius Plinius Secundus Maior"
"/cwkb/authors/585","spa","Plinio el Viejo"
"/cwkb/authors/607","fre","Salluste"
"/cwkb/authors/607","eng","Jugurthine War"
"/cwkb/authors/607","default","C. Sallustius Crispus"
"/cwkb/authors/607","ita","Gaio Sallustio Crispo"
"/cwkb/authors/607","abbr","Sall."
"/cwkb/authors/607","blank","Sallust"
"/cwkb/authors/607","lat","Caius Sallustius Crispus"
"/cwkb/authors/607","spa","Gayo Salustio Crispo"
"/cwkb/authors/453","ger","Scribonius Curio‏ Redner"
"/cwkb/authors/453","default","C. Scribonius Curio avus"
"/cwkb/authors/453","ita","Caio Scribonio Curione"
"/cwkb/authors/453","abbr","Curio avus"
"/cwkb/authors/453","lat","Scribonius Curio‏ Avus"
"/cwkb/authors/453","spa","Gayo Escribonio Curión "
"/cwkb/authors/454","ger","Scribonius Curio‏ Gegner Caesars"
"/cwkb/authors/454","default","C. Scribonius Curio pater"
"/cwkb/authors/454","ita","Gaio Scribonio Curione"
"/cwkb/authors/454","abbr","Curio pater"
"/cwkb/authors/454","lat","Gaius Scribonius Curio Burbulieus"
"/cwkb/authors/454","spa","Gayo Escribonio Curión "
"/cwkb/authors/489","default","C. Sempronius Gracchus"
"/cwkb/authors/489","lat","Gracchus‏ Orator"
"/cwkb/authors/487","default","C. Servilius Glaucia"
"/cwkb/authors/487","lat","Caius Servilius Glaucia"
"/cwkb/authors/1331","default","C. Sollius Apollinaris Sidonius"
"/cwkb/authors/638","ger","Sueton"
"/cwkb/authors/638","fre","Suétone"
"/cwkb/authors/638","default","C. Suetonius Tranquillus"
"/cwkb/authors/638","ita","Gaio Svetonio Tranquillo"
"/cwkb/authors/638","abbr","Suet."
"/cwkb/authors/638","lat","C. Suetonius Tranquillus Historicus"
"/cwkb/authors/638","spa","Cayo Suetonio Tranquilo"
"/cwkb/authors/651","default","C. Titius"
"/cwkb/authors/651","lat","Gaius Titius"
"/cwkb/authors/651","abbr","Titius"
"/cwkb/authors/655","default","C. Trebatius Testa"
"/cwkb/authors/655","lat","Gaius Trebatius Testa"
"/cwkb/authors/655","abbr","Trebat."
"/cwkb/authors/427","ger","Catull"
"/cwkb/authors/427","fre","Catulle"
"/cwkb/authors/427","default","C. Valerius Catullus"
"/cwkb/authors/427","ita","Gaio Valerio Catullo"
"/cwkb/authors/427","abbr","Catull."
"/cwkb/authors/427","lat","Catullus"
"/cwkb/authors/427","spa","Cayo Valerio Catulo"
"/cwkb/authors/664","default","C. Valerius Flaccus"
"/cwkb/authors/664","lat","C. Valerius Flaccus Poeta"
"/cwkb/authors/664","spa","Cayo Valerio Flaco"
"/cwkb/authors/664","abbr","Val. Fl."
"/cwkb/authors/664","ita","Gaio Valerio Flacco"
"/cwkb/authors/669","default","C. Valgius Rufus"
"/cwkb/authors/669","lat","Gaius Valgius Rufus"
"/cwkb/authors/669","abbr","Valg."
"/cwkb/authors/548","default","Caecilius Metellus"
"/cwkb/authors/548","lat","Quintus Caecilius Metellus"
"/cwkb/authors/548","abbr","Met."
"/cwkb/authors/403","default","Caecilius Statius"
"/cwkb/authors/403","lat","Caecilius Statius, Caius‏"
"/cwkb/authors/403","abbr","Caecil."
"/cwkb/authors/403","ita","Cecilio Stazio"
"/cwkb/authors/375","default","Caelius Apicius"
"/cwkb/authors/375","lat","Marcus Gavius Apicius"
"/cwkb/authors/375","abbr","Apic."
"/cwkb/authors/375","ita","Celio Apicio"
"/cwkb/authors/394","default","Caelius Aurelianus"
"/cwkb/authors/394","abbr","Cael. Aur."
"/cwkb/authors/2789","default","Caesarius Arelatensis"
"/cwkb/authors/410","default","Caesellius Vindex"
"/cwkb/authors/410","lat","Caesellius‏ Grammaticus"
"/cwkb/authors/410","abbr","Caesell."
"/cwkb/authors/1350","default","Caius Iulius Caesar"
"/cwkb/authors/789","fre","Callimaque"
"/cwkb/authors/789","default","Callimachus"
"/cwkb/authors/789","ita","Callimaco"
"/cwkb/authors/789","abbr","Call."
"/cwkb/authors/789","blank","Kallimachos"
"/cwkb/authors/789","spa","Calímaco"
"/cwkb/authors/790","default","Callinicus"
"/cwkb/authors/790","abbr","Callinic. Mon."
"/cwkb/authors/790","fre","Callinique"
"/cwkb/authors/790","ita","Callinico‏ "
"/cwkb/authors/2543","default","Callinicus Rhetor"
"/cwkb/authors/2509","default","Callisthenes"
"/cwkb/authors/791","default","Callistratus"
"/cwkb/authors/791","abbr","Callistr."
"/cwkb/authors/791","fre","Callistrate"
"/cwkb/authors/791","blank","Kallistratos"
"/cwkb/authors/2569","default","Callixenus"
"/cwkb/authors/412","default","Calpurnius Flaccus"
"/cwkb/authors/412","abbr","Calp."
"/cwkb/authors/412","blank","Calpurnio Flacco"
"/cwkb/authors/413","default","Calpurnius Piso Censorinus Frugi"
"/cwkb/authors/413","lat","Lucius Calpurnius Piso Censorinus Frugi"
"/cwkb/authors/413","abbr","Calp."
"/cwkb/authors/413","spa","Lucio Calpurnio Pisón Frugi"
"/cwkb/authors/792","default","Canon Librorum"
"/cwkb/authors/793","default","Canticum Euripidis"
"/cwkb/authors/2778","default","Carmen ad quendam senatorem ex christiana religione ad idolorum seruitutem conuersum"
"/cwkb/authors/1144","default","Carmen Arvale"
"/cwkb/authors/2777","default","Carmen contra paganos (aduersum Nicomachum)"
"/cwkb/authors/2644","default","Carmen de Alcestide"
"/cwkb/authors/1145","default","Carmen de Bello Aegyptiaco"
"/cwkb/authors/1146","default","Carmen Devotionis"
"/cwkb/authors/1147","default","Carmen Evocationis"
"/cwkb/authors/794","default","Carmen Naupactium"
"/cwkb/authors/1316","default","Carmen Sibyllinum"
"/cwkb/authors/795","default","Carmina Delphis Inventa"
"/cwkb/authors/796","default","Carneiscus"
"/cwkb/authors/796","ita","Carneisco"
"/cwkb/authors/796","abbr","Carneisc."
"/cwkb/authors/796","blank","Karneiskos"
"/cwkb/authors/2599","default","Cassiodori discipulus"
"/cwkb/authors/2790","default","Cassiodorus"
"/cwkb/authors/797","default","Cassius Dio"
"/cwkb/authors/797","spa","Dion Casio"
"/cwkb/authors/797","blank","Kassios Dion"
"/cwkb/authors/797","abbr","D. C."
"/cwkb/authors/797","ita","Cassio Dione"
"/cwkb/authors/2616","default","Cassius Felix"
"/cwkb/authors/798","default","Cassius Iatrosophista"
"/cwkb/authors/798","abbr","Cass."
"/cwkb/authors/798","ita","Cassio"
"/cwkb/authors/423","default","Cassius Longinus"
"/cwkb/authors/423","ita","Longino"
"/cwkb/authors/423","abbr","Longin."
"/cwkb/authors/423","fre","Longin"
"/cwkb/authors/423","blank","Longinos"
"/cwkb/authors/2530","default","Castor"
"/cwkb/authors/2547","default","Castor Rhodius"
"/cwkb/authors/1351","default","Catalepton (Appendix Vergiliana)"
"/cwkb/authors/1360","default","Censorinus"
"/cwkb/authors/2780","default","Cento de ecclesia"
"/cwkb/authors/2779","default","Cento de Verbi incarnatione"
"/cwkb/authors/2612","default","Cephisodorus Comicus"
"/cwkb/authors/2416","default","Cercidas"
"/cwkb/authors/1398","default","Certamen Homeri et Hesiodi"
"/cwkb/authors/430","default","Chalcidius"
"/cwkb/authors/430","lat","Chalcidius Smyrnaeus"
"/cwkb/authors/430","abbr","Chalc."
"/cwkb/authors/430","blank","Calcidio"
"/cwkb/authors/799","default","Chariton"
"/cwkb/authors/799","lat","Charito"
"/cwkb/authors/799","spa","Caritón"
"/cwkb/authors/799","ita","Caritone "
"/cwkb/authors/800","default","Chionis Epistulae"
"/cwkb/authors/2620","default","Choerilus Samius"
"/cwkb/authors/801","default","Choliambica Adespota (Alg)"
"/cwkb/authors/1432","default","Choricius Gazaeus"
"/cwkb/authors/802","ger","Christodor"
"/cwkb/authors/802","fre","Christodore"
"/cwkb/authors/802","default","Christodorus"
"/cwkb/authors/802","ita","Cristodoro "
"/cwkb/authors/802","abbr","Christod."
"/cwkb/authors/802","blank","Christodoros"
"/cwkb/authors/802","lat","Christodorus Coptites "
"/cwkb/authors/2700","default","Chromatius Aquileiensis"
"/cwkb/authors/803","fre","Chrysippe de Jérusalem"
"/cwkb/authors/803","default","Chrysippus"
"/cwkb/authors/803","ita","Crisippo‏"
"/cwkb/authors/803","abbr","Chry. Hie."
"/cwkb/authors/803","blank","Chrysippos"
"/cwkb/authors/803","lat","Chrysippus Hierosolymitanus "
"/cwkb/authors/2619","default","Chrysippus Stoicus"
"/cwkb/authors/1349","default","Cicero"
"/cwkb/authors/2805","default","Cimiteria totius Romanae urbis"
"/cwkb/authors/434","default","Cincius"
"/cwkb/authors/434","lat","Lucius Cincius "
"/cwkb/authors/434","abbr","Cinc."
"/cwkb/authors/433","default","Cincius Alimentus"
"/cwkb/authors/433","lat","Lucius Cincius Alimentus"
"/cwkb/authors/433","blank","Lucio Cincio Alimento"
"/cwkb/authors/1340","default","Ciris (Appendix Vergiliana)"
"/cwkb/authors/2701","default","Claudianus Mamertus"
"/cwkb/authors/804","default","Claudius Aelianus"
"/cwkb/authors/804","ger","Älian"
"/cwkb/authors/804","abbr","Ael."
"/cwkb/authors/804","fre","Elien Claude"
"/cwkb/authors/804","blank","Ailianos "
"/cwkb/authors/486","default","Claudius Caesar Germanicus"
"/cwkb/authors/486","lat","Germanicus‏ Epigrammaticus"
"/cwkb/authors/486","abbr","Germ."
"/cwkb/authors/1362","default","Claudius Claudianus"
"/cwkb/authors/1361","default","Claudius Claudianus (dubium)"
"/cwkb/authors/2702","default","Claudius Marius Uictorius"
"/cwkb/authors/2524","default","Claudius Marius Victorius"
"/cwkb/authors/805","ger","Claudius Ptolemäus"
"/cwkb/authors/805","fre","Ptolémée Claude "
"/cwkb/authors/805","eng","Ptolemy"
"/cwkb/authors/805","default","Claudius Ptolemaeus"
"/cwkb/authors/805","ita","Claudio Tolomeo"
"/cwkb/authors/805","abbr","Ptol."
"/cwkb/authors/805","blank","Ptolemaios Klaudios"
"/cwkb/authors/805","spa","Claudio Ptolomeo"
"/cwkb/authors/1338","default","Claudius Rutilius Namatianus"
"/cwkb/authors/2385","default","Cleanthes Stoicus"
"/cwkb/authors/806","ger","Clemens von Alexandria"
"/cwkb/authors/806","fre","Clément d'Alexandrie "
"/cwkb/authors/806","eng","Clement of Alexandria"
"/cwkb/authors/806","default","Clemens Alexandrinus"
"/cwkb/authors/806","ita","Clemente di Alessandria"
"/cwkb/authors/806","abbr","Clem. Al."
"/cwkb/authors/806","blank","Klemens"
"/cwkb/authors/806","lat","Clemens Titus Flavius"
"/cwkb/authors/806","spa","Clemente de Alejandría"
"/cwkb/authors/807","default","Clemens Romanus et Clementina"
"/cwkb/authors/807","blank","Klemens"
"/cwkb/authors/807","fre","Clément"
"/cwkb/authors/807","ita","Clemente"
"/cwkb/authors/2490","default","Cleobulina Scriptor Aenigmatum"
"/cwkb/authors/808","default","Cleobulus"
"/cwkb/authors/808","blank","Kleobulos"
"/cwkb/authors/808","ita","Cleobulo"
"/cwkb/authors/809","default","Cleomedes"
"/cwkb/authors/809","ita","Cleomede"
"/cwkb/authors/809","abbr","Cleom."
"/cwkb/authors/809","fre","Cléomède"
"/cwkb/authors/809","blank","Kleomedes"
"/cwkb/authors/2598","default","Cleon Siculus"
"/cwkb/authors/810","default","Cleonides"
"/cwkb/authors/810","abbr","Cleonid."
"/cwkb/authors/811","default","Cleopatra"
"/cwkb/authors/812","default","Cleostratus"
"/cwkb/authors/812","fre","Cléostrate"
"/cwkb/authors/812","blank","Kleostratos"
"/cwkb/authors/2548","default","Clidemus Historicus"
"/cwkb/authors/436","default","Cloatius Verus"
"/cwkb/authors/436","lat","Cloatius‏ ‎Grammaticus‏ "
"/cwkb/authors/436","abbr","Cloat."
"/cwkb/authors/436","eng","Cloatius‏ Grammarian"
"/cwkb/authors/440","default","Clodius Tuscus"
"/cwkb/authors/440","ger","Clodius‏ ‎Grammatiker‏"
"/cwkb/authors/440","blank","Clodio Tusco"
"/cwkb/authors/405","default","Cn. Arulenus Caelius Sabinus"
"/cwkb/authors/405","lat","Caelius Sabinus‏ Iurisconsultus"
"/cwkb/authors/405","abbr","Cael. Sab."
"/cwkb/authors/477","default","Cn. Cornelius Lentulus Gaetulicus"
"/cwkb/authors/477","lat","Cneius Cornelius Lentulus Gaetulicus"
"/cwkb/authors/477","abbr","Gaetul."
"/cwkb/authors/521","default","Cn. Cornelius Lentulus Marcellinus"
"/cwkb/authors/521","lat","Gnaeus Cornelius Lentulus Marcellinus"
"/cwkb/authors/363","default","Cn. Domitius Ahenobarbus"
"/cwkb/authors/363","lat","Ahenobarbus, Cn. Domitius"
"/cwkb/authors/485","default","Cn. Gellius"
"/cwkb/authors/485","lat","Cnaeus Gellius"
"/cwkb/authors/485","abbr","Gell."
"/cwkb/authors/537","default","Cn. Marcius vates"
"/cwkb/authors/537","lat","Gnaeus Marcius vates"
"/cwkb/authors/537","abbr","Marcius"
"/cwkb/authors/541","default","Cn. Matius"
"/cwkb/authors/541","lat","Cneius Matius"
"/cwkb/authors/541","abbr","Mat."
"/cwkb/authors/556","fre","Naevius‏ de Campanie‏ "
"/cwkb/authors/556","eng","Naevius‏ ‎Dramatist‏ "
"/cwkb/authors/556","default","Cn. Naevius"
"/cwkb/authors/556","ita","Gneo Nevio"
"/cwkb/authors/556","abbr","Naev."
"/cwkb/authors/556","blank","Nevio"
"/cwkb/authors/556","lat","Cneius Naevius"
"/cwkb/authors/556","spa","Cneo Nevio"
"/cwkb/authors/656","default","Cn. Tremelius Scrofa"
"/cwkb/authors/656","lat","Cn. Tremellius Scropha"
"/cwkb/authors/656","abbr","Scrofa"
"/cwkb/authors/2673","default","Codex Apiarii causae"
"/cwkb/authors/441","default","Coelius Antipater"
"/cwkb/authors/441","ita","Lucio Celio Antìpatro"
"/cwkb/authors/441","abbr","Coel."
"/cwkb/authors/441","blank","Celio Antipatro"
"/cwkb/authors/441","lat","Lucius Caelius Antipater"
"/cwkb/authors/441","spa","Lucio Celio Antípatro"
"/cwkb/authors/2841","default","Collectio canonica Concilium Arelatense secundum nuncupata a. 442 - 506 (Collectio Arelatensis)"
"/cwkb/authors/813","default","Colluthus"
"/cwkb/authors/813","blank","Coluthus"
"/cwkb/authors/813","abbr","Colluth."
"/cwkb/authors/813","ita","Colluto"
"/cwkb/authors/814","default","Comarius"
"/cwkb/authors/814","blank","Comerius"
"/cwkb/authors/1148","default","Commentarii Augurum"
"/cwkb/authors/1149","default","Commentarii Consulares"
"/cwkb/authors/1150","default","Commentarius Anquisitionis M. Sergii M. f. Quaestoris"
"/cwkb/authors/2703","default","Commodianus"
"/cwkb/authors/2699","default","Concilium Agathense a. 506"
"/cwkb/authors/2696","default","Concilium Andegauense a. 453"
"/cwkb/authors/2694","default","Concilium Arausicanum a. 441"
"/cwkb/authors/2690","default","Concilium Arelatense a. 314"
"/cwkb/authors/2830","default","Concilium Arelatense in causa Fausti abbatis insulae Lerinensis (449 - 461)"
"/cwkb/authors/2674","default","Concilium Carthaginense a. 345 - 348"
"/cwkb/authors/2676","default","Concilium Carthaginense a. 390"
"/cwkb/authors/2387","default","Concilium Carthaginense a. 418"
"/cwkb/authors/2681","default","Concilium Carthaginense a. 525"
"/cwkb/authors/2682","default","Concilium Carthaginense a. 536"
"/cwkb/authors/2677","default","Concilium Hipponense a. 393"
"/cwkb/authors/2680","default","Concilium Hipponense a. 427 (aliter: Carthaginense a. 421)"
"/cwkb/authors/2692","default","Concilium Nemausense a. 394 uel 396"
"/cwkb/authors/2685","default","Concilium Parisiense a. 360 / 361"
"/cwkb/authors/2693","default","Concilium Regense a. 439"
"/cwkb/authors/2688","default","Concilium Taurinense a. 398"
"/cwkb/authors/2678","default","Concilium Thelense (siue Theletense) a. 418"
"/cwkb/authors/2697","default","Concilium Turonense I a. 461"
"/cwkb/authors/2691","default","Concilium Ualentinum a. 374"
"/cwkb/authors/2698","default","Concilium Ueneticum a. 461 - 491"
"/cwkb/authors/2695","default","Concilium Vasense a. 442"
"/cwkb/authors/2775","default","Confessio presbyterorum seu diaconorum ecclesiae Constantinopolitanae"
"/cwkb/authors/2462","default","Consentius Grammaticus"
"/cwkb/authors/815","default","Constitutiones Apostolorum"
"/cwkb/authors/815","abbr","Const. App."
